timestamp,x_accel,y_accel,z_accel,label
167512,11608,10060,-2808,0
167563,10736,10112,-2576,0
167614,12532,11172,-808,0
167665,11468,11432,-800,0
167716,11856,9908,-592,0
167768,11016,9636,-1240,0
167819,11704,9944,-892,0
167871,11892,10756,-1356,0
167922,13400,11332,-588,0
167973,12664,9572,-1016,0
168024,12792,8748,-1516,0
168075,13072,9880,-1560,0
168127,13828,10476,-1224,0
168178,12612,10548,-2740,0
168229,13588,10076,-2600,0
168280,12088,9884,-3792,0
168331,12648,9664,-4528,0
168382,12068,9412,-4812,0
168434,11384,9564,-4740,0
168485,13236,11616,-3572,0
168536,11908,10620,-2904,0
168587,12476,8940,-3176,0
168640,11732,9388,-4092,0
168722,12780,9416,-3764,0
168774,12644,10036,-4612,0
168825,13756,11076,-3876,0
168877,12828,11424,-3936,0
168928,12216,10468,-3240,0
168980,10980,9764,-4152,0
169031,11988,9244,-4576,0
169081,11088,9752,-4976,0
169132,12052,10296,-5324,0
169183,11880,10508,-5656,0
169234,11804,10064,-5924,0
169286,11148,10204,-6004,0
169337,11316,9928,-6888,0
169388,10772,10312,-6856,0
169439,12168,11688,-6988,0
169490,12052,10640,-5152,0
169541,12464,10100,-4468,0
169593,12652,10816,-3308,0
169644,11368,10820,-2700,0
169695,11256,9840,-1984,0
169746,12732,11068,-1216,0
169797,12572,11776,-1564,0
169849,12108,10692,-1792,0
169900,11496,11056,-2988,0
169952,11448,11488,-2616,0
170003,11032,11240,-2904,0
170054,11128,11472,-3048,0
170105,10884,11660,-3080,0
170156,10552,11592,-3816,0
170208,10824,11740,-3280,0
170259,11112,11252,-3488,0
170309,12052,12644,-2768,0
170360,10720,10908,-3720,0
170411,11600,10920,-4104,0
170462,11460,12056,-4224,0
170514,11924,11648,-3668,0
170565,11608,11412,-3236,0
170616,12284,12036,-3388,0
170669,11648,11680,-4044,0
170721,11296,11744,-4612,0
170772,10220,11264,-5408,0
170823,9712,12140,-6076,0
170874,9880,12548,-5796,0
170926,9636,12260,-6356,0
170977,9584,11692,-5668,0
171029,8976,11292,-6668,0
171080,8892,10544,-6216,0
171130,9436,11164,-6980,0
171181,9220,10636,-7252,0
171232,8312,10344,-7612,0
171283,10044,10200,-7028,0
171335,9116,9488,-6908,0
171386,11072,11700,-5820,0
171437,10336,12116,-6660,0
171488,10896,12052,-5276,0
171539,9744,12276,-5276,0
171591,10040,12684,-5356,0
171642,9332,13192,-6176,0
171693,9052,12848,-7452,0
171744,8224,13012,-7188,0
171795,7232,12456,-7952,0
171846,7840,12248,-8624,0
171898,6700,11796,-9312,0
171949,7080,11660,-8768,0
172000,7240,11184,-8792,0
172052,6476,11156,-9232,0
172103,6296,10488,-10272,0
172154,6344,9944,-9912,0
172205,7104,9852,-9892,0
172256,4748,10404,-10396,0
172307,6764,10368,-9452,0
172359,5968,13132,-9704,0
172410,9236,11104,-7820,0
172461,8580,11160,-8368,0
172512,9040,11484,-7664,0
172563,10972,10548,-5968,0
172614,9160,10288,-7252,0
172669,10288,11748,-5948,0
172720,10672,11388,-5364,0
172771,9608,10904,-5568,0
172822,12464,10160,-4932,0
172874,12424,12036,-5064,0
172925,12892,10148,-6972,0
172977,11448,12852,-6912,0
173028,9668,6872,-8988,0
173079,13212,6580,-8332,0
173130,11004,7912,-10324,0
173181,10568,9992,-9336,0
173233,10796,8260,-9636,0
173284,9924,6964,-9208,0
173334,7680,7064,-9796,0
173385,6248,6712,-10364,0
173436,4432,7112,-10328,0
173487,4572,8284,-11672,0
173539,4624,8304,-11096,0
173590,13908,14692,-8420,0
173640,10416,9400,-8824,0
173691,14192,9812,-8932,0
173742,12296,8764,-8360,0
173793,12580,8280,-8792,0
173845,12724,8424,-8128,0
173896,13504,9928,-6876,0
173947,12296,9392,-7616,0
173998,12436,9876,-7468,0
174049,11848,9448,-7628,0
174100,11512,9112,-7384,0
174152,11856,9588,-7256,0
174203,11576,9096,-7452,0
174254,11704,8168,-7488,0
174305,11740,7816,-8104,0
174356,11672,7880,-8552,0
174407,11332,5116,-9352,0
174459,11124,5012,-10120,0
174510,11188,5244,-9596,0
174561,10572,5244,-9752,0
174612,10784,5928,-9304,0
174666,10396,5880,-7304,0
174718,8324,6724,-7552,0
174769,6984,9148,-8320,0
174820,5440,10464,-11560,0
174871,6768,11712,-12760,0
174922,8108,11900,-12348,0
174974,9892,11088,-12680,0
175025,9776,9224,-11676,0
175076,11456,8316,-9400,0
175127,14728,10532,-6484,0
175179,13996,11072,-5420,0
175230,15492,9476,-5652,0
175281,13492,6152,-6664,0
175332,14392,6400,-6496,0
175383,14252,7532,-6052,0
175434,12580,7528,-7360,0
175486,12408,7716,-6120,0
175537,12108,8700,-5964,0
175588,11140,8424,-5596,0
175639,10932,7268,-6364,0
175690,10660,7580,-7804,0
175742,10960,7396,-8292,0
175793,11240,6868,-9168,0
175844,11144,7172,-10700,0
175895,12920,7112,-9660,0
175946,15668,10368,-8748,0
175997,14404,10648,-6188,0
176049,12564,4256,-6484,0
176100,12124,4588,-6740,0
176152,15424,7912,-4824,0
176203,14972,8596,-4700,0
176254,12024,7712,-6760,0
176305,11952,7980,-7000,0
176356,11632,8396,-6996,0
176407,12120,6812,-8488,0
176459,10244,7936,-8872,0
176510,10940,9624,-7916,0
176561,9276,8620,-8348,0
176612,9980,7200,-8976,0
176697,15064,11124,-12296,0
176748,9220,892,-11372,0
176799,16468,4776,-10712,0
176851,12340,6504,-10984,0
176902,13388,5860,-7892,0
176953,10384,5172,-7472,0
177004,11900,8392,-6280,0
177055,10180,8548,-7204,0
177107,10776,8268,-7812,0
177158,9204,7340,-9804,0
177210,10784,7516,-10244,0
177261,8576,7568,-11960,0
177312,9900,5880,-12648,0
177363,8532,5448,-15140,0
177414,10620,5200,-14168,0
177465,12932,4988,-14128,0
177516,14580,7200,-11192,0
177568,16908,8492,-7640,0
177619,13540,6252,-7336,0
177670,13472,5912,-7952,0
177721,13352,4712,-8500,0
177772,12720,4772,-9316,0
177824,10652,4160,-10148,0
177875,9372,4408,-9640,0
177926,9728,4544,-8008,0
177977,11092,6360,-7108,0
178028,10276,8048,-7676,0
178079,11812,6944,-8552,0
178131,13828,9396,-8764,0
178183,13672,8396,-10268,0
178234,11828,6400,-10612,0
178285,10408,5628,-11128,0
178336,11496,5428,-11228,0
178387,12180,5208,-11724,0
178438,11792,5968,-12368,0
178490,10508,5420,-12096,0
178541,11828,5900,-11536,0
178592,11080,7032,-11468,0
178645,9696,7548,-11924,0
178697,10972,7292,-10800,0
178747,9956,7332,-11612,0
178798,8620,5896,-11780,0
178849,10424,6436,-11848,0
178900,9484,5040,-11732,0
178952,9876,5464,-12696,0
179003,8708,5112,-15040,0
179054,7652,4108,-14260,0
179105,6028,2836,-13040,0
179157,3892,1508,-13724,0
179209,5240,612,-13200,0
179260,7168,-684,-13424,0
179311,6032,328,-15728,0
179362,5872,-96,-15824,0
179413,5284,-1244,-15996,0
179464,8144,-1588,-16224,0
179516,6132,-2196,-16692,0
179567,5052,-2664,-15808,0
179617,5288,-4012,-14024,0
179668,5652,-4584,-13924,0
179719,6688,-3316,-15160,0
179770,6044,-3076,-15764,0
179822,5932,-3208,-15804,0
179873,5592,-2864,-15812,0
179924,5308,-2632,-15356,0
179975,7028,-2116,-15384,0
180026,4484,-1300,-14584,0
180077,3696,-2564,-13104,0
180129,8264,1600,-10388,0
180180,7252,720,-10492,0
180231,6396,3444,-9388,0
180283,15648,9076,-8804,0
180334,9424,5776,-9876,0
180385,9192,8612,-10084,0
180436,15164,12432,-6424,0
180487,10292,11820,-8284,0
180538,11732,16424,-5916,0
180590,12180,16688,-3728,0
180644,9148,17344,-3396,0
180695,11844,15244,-2368,0
180746,11708,15124,-1644,0
180798,10664,13544,-4056,0
180849,11772,11596,-3176,0
180900,9708,11048,-4860,0
180951,9456,10940,-6304,0
181002,8764,10164,-6740,0
181054,7512,9340,-7464,0
181105,7148,10252,-9216,0
181156,5256,9648,-10216,0
181207,7896,9416,-9624,0
181258,10780,9420,-8900,0
181309,12824,8480,-6484,0
181361,13128,8456,-4548,0
181412,12956,8332,-1924,0
181463,11036,8380,-2552,0
181514,10688,9620,-2872,0
181565,12076,10988,-3856,0
181617,14344,9800,-2684,0
181668,12488,9212,-3952,0
181719,13828,9664,-2648,0
181770,14716,9740,-660,0
181821,13000,9664,-1680,0
181872,14096,12052,-1260,0
181924,12976,11320,-1264,0
181975,12728,11944,-1392,0
182025,11668,12892,-1492,0
182076,10076,12876,-1712,0
182127,11228,12928,-564,0
182178,10324,10996,636,0
182230,13276,9928,1956,0
182282,11968,8340,2896,0
182333,14244,9616,3692,0
182384,13500,10168,3372,0
182435,12296,11004,1988,0
182486,12056,10200,1932,0
182538,11996,10364,1200,0
182589,11788,10748,880,0
182640,11508,11036,984,0
182694,12448,10976,1796,0
182745,10868,11136,1348,0
182797,13292,11124,4552,0
182847,10448,9544,2784,0
182898,11488,9404,2840,0
182949,9248,8444,1128,0
183000,11088,11568,1380,0
183052,11660,10416,2044,0
183103,13528,12044,3456,0
183154,11388,10904,1484,0
183205,13084,9324,2188,0
183257,12984,10428,3100,0
183308,12528,11360,2440,0
183360,14864,12300,3216,0
183411,14156,11468,3064,0
183462,11720,9532,3472,0
183513,13292,10576,4180,0
183564,11548,9828,3884,0
183615,12708,10664,2604,0
183666,10776,10088,2904,0
183718,13108,10408,4692,0
183769,9784,10964,3348,0
183820,11424,10836,7308,0
183871,12372,10512,3288,0
183922,13488,8044,3756,0
183973,10256,12160,4428,0
184025,12584,9668,2708,0
184076,11260,8964,5600,0
184127,14692,12556,-728,0
184178,11636,7088,7920,0
184229,11716,13544,544,0
