Timestamp(ms),Raw_ECG,Threshold
15776,34104,48000
15786,34488,48000
15796,35224,48000
15806,35768,48000
15816,36376,48000
15826,36921,48000
15836,37785,48000
15846,39081,48000
15861,40986,48000
15871,41930,48000
15881,43082,48000
15891,42650,48000
15901,40441,48000
15911,36921,48000
15921,33000,48000
15931,30791,48000
15941,28743,48000
15951,28646,48000
15961,28246,48000
15971,28246,48000
15981,27526,48000
15991,28294,48000
16001,28246,48000
16011,28198,48000
16021,28374,48000
16031,28999,48000
16041,29335,48000
16051,29543,48000
16061,30423,48000
16071,29895,48000
16081,30023,48000
16091,30663,48000
16101,30471,48000
16111,30567,48000
16121,30823,48000
16131,31543,48000
16141,31367,48000
16151,30775,48000
16161,31143,48000
16171,31159,48000
16181,31399,48000
16191,31063,48000
16201,31703,48000
16211,31367,48000
16221,31895,48000
16231,32743,48000
16244,33048,48000
16255,33864,48000
16265,34648,48000
16275,34360,48000
16285,33496,48000
16295,32856,48000
16305,31255,48000
16315,31511,48000
16325,31943,48000
16335,31799,48000
16345,32215,48000
16355,31959,48000
16365,31975,48000
16375,32151,48000
16385,33224,48000
16395,42554,48000
16405,54749,48000
16415,35496,48000
16425,17204,48000
16435,32263,48000
16445,34456,48000
16455,33976,48000
16465,33736,48000
16475,34568,48000
16485,34680,48000
16495,35176,48000
16505,35160,48000
16515,35480,48000
16525,35848,48000
16535,36392,48000
16545,36680,48000
16555,37161,48000
16565,38345,48000
16575,38793,48000
16585,40137,48000
16595,41018,48000
16605,42154,48000
16615,42506,48000
16625,43338,48000
16635,43498,48000
16645,41290,48000
16655,37609,48000
16665,34136,48000
16675,31879,48000
16685,30295,48000
16695,29127,48000
16705,28711,48000
16715,29127,48000
16725,29095,48000
16735,28967,48000
16745,28887,48000
16755,29319,48000
16765,29335,48000
16775,29783,48000
16785,29591,48000
16795,30087,48000
16805,30247,48000
16848,30759,48000
16859,31383,48000
16869,30631,48000
16879,31575,48000
16889,31271,48000
16899,31111,48000
16909,31255,48000
16919,30999,48000
16929,31031,48000
16939,31447,48000
16949,31383,48000
16959,31383,48000
16969,31383,48000
16979,31911,48000
16989,32792,48000
16999,33160,48000
17009,33736,48000
17019,34760,48000
17029,33560,48000
17039,32679,48000
17049,32023,48000
17059,30967,48000
17069,31447,48000
17079,30999,48000
17089,31159,48000
17099,31399,48000
17109,31639,48000
17119,31399,48000
17129,30903,48000
17139,34664,48000
17149,47307,48000
17159,53052,48000
17169,21285,48000
17179,22453,48000
17189,33304,48000
17199,33576,48000
17209,32856,48000
17219,33320,48000
17229,34136,48000
17239,33576,48000
17249,33976,48000
17259,34824,48000
17269,34600,48000
17279,34984,48000
17289,35224,48000
17299,35656,48000
17309,36408,48000
17319,37257,48000
17329,38505,48000
17339,39497,48000
17349,40953,48000
17359,41706,48000
17369,42634,48000
17379,43098,48000
17389,42090,48000
17399,39833,48000
17412,34296,48000
17423,31415,48000
17433,30071,48000
17443,28598,48000
17453,28294,48000
17463,28438,48000
17473,28054,48000
17483,28310,48000
17493,28230,48000
17503,28086,48000
17513,28695,48000
17523,29239,48000
17533,28999,48000
17543,29543,48000
17553,29607,48000
17563,29911,48000
17573,29911,48000
17583,30087,48000
17593,30535,48000
17603,30519,48000
17613,30759,48000
17623,30439,48000
17633,31143,48000
17643,31175,48000
17653,30599,48000
17663,31239,48000
17673,30551,48000
17683,31255,48000
17693,31959,48000
17703,32311,48000
17713,32920,48000
17723,34440,48000
17733,33448,48000
17743,33512,48000
17753,31767,48000
17763,30727,48000
17773,31111,48000
17783,31063,48000
17793,31335,48000
17803,31271,48000
17813,30791,48000
17823,31431,48000
17833,31127,48000
17843,31895,48000
17853,40313,48000
17863,53405,48000
17873,33928,48000
17883,15363,48000
17893,30471,48000
17903,33288,48000
17913,34264,48000
17923,34088,48000
17933,33992,48000
17943,34008,48000
17953,34152,48000
17963,34872,48000
17973,34776,48000
17986,35400,48000
17997,35800,48000
18007,36632,48000
18017,37545,48000
18027,37673,48000
18037,38409,48000
18047,40089,48000
18057,40793,48000
18067,41738,48000
18077,41898,48000
18087,42922,48000
18097,42234,48000
18107,39417,48000
18117,35592,48000
18127,32183,48000
18137,30471,48000
18147,28662,48000
18157,29111,48000
18167,27910,48000
18177,28246,48000
18187,28134,48000
18197,28166,48000
18207,28422,48000
18217,28662,48000
18227,28903,48000
18237,29287,48000
18247,29447,48000
18257,29703,48000
18267,29735,48000
18277,30183,48000
18287,30023,48000
18297,30695,48000
18307,30871,48000
18317,30679,48000
18327,30727,48000
18337,30855,48000
18347,30503,48000
18357,31047,48000
18367,30823,48000
18377,30919,48000
18387,31815,48000
18397,32391,48000
18407,32695,48000
18417,33624,48000
18427,33992,48000
18437,32599,48000
18447,31831,48000
18457,30807,48000
18467,29927,48000
18477,30951,48000
18487,30567,48000
18497,30727,48000
18507,30615,48000
18517,31015,48000
18527,31159,48000
18537,30871,48000
18547,36568,48000
18560,53325,48000
18571,32904,48000
18581,15587,48000
18591,30503,48000
18601,33752,48000
18611,33160,48000
18621,33320,48000
18631,33800,48000
18641,34152,48000
18651,34280,48000
18661,34824,48000
18671,34600,48000
18681,35544,48000
18691,35848,48000
18701,36040,48000
18711,36616,48000
18721,37689,48000
18731,38937,48000
18741,39945,48000
18751,40617,48000
18761,42330,48000
18771,42762,48000
18781,43050,48000
18791,43546,48000
18801,41258,48000
18811,37065,48000
18821,33656,48000
18831,31447,48000
18841,29799,48000
18851,28679,48000
18861,28662,48000
18871,28102,48000
18881,28951,48000
18891,28983,48000
18901,28983,48000
18911,28502,48000
18921,29527,48000
18931,29159,48000
18941,30071,48000
18951,29831,48000
18961,30407,48000
18971,29975,48000
18981,31079,48000
18991,30999,48000
19001,30887,48000
19011,31239,48000
19021,31239,48000
19031,31223,48000
19041,31511,48000
19051,31447,48000
19061,31911,48000
19071,31095,48000
19081,31319,48000
19091,31239,48000
19101,31495,48000
19111,31095,48000
19121,31847,48000
19163,34728,48000
19174,33112,48000
19184,32583,48000
19194,31639,48000
19204,31463,48000
19214,31063,48000
19224,31783,48000
19234,31079,48000
19244,31655,48000
19254,31815,48000
19264,31863,48000
19274,31927,48000
19284,37609,48000
19294,51772,48000
19304,49244,48000
19314,15667,48000
19324,27526,48000
19334,34024,48000
19344,33912,48000
19354,33464,48000
19364,33992,48000
19374,33992,48000
19384,34504,48000
19394,34856,48000
19404,35064,48000
19414,35736,48000
19424,35848,48000
19434,36024,48000
19444,36840,48000
19454,37353,48000
19464,38057,48000
19474,39049,48000
19484,40281,48000
19494,41546,48000
19504,42666,48000
19514,42202,48000
19524,42682,48000
19534,41802,48000
19544,39577,48000
19554,34888,48000
19564,31943,48000
19574,29895,48000
19584,29639,48000
19594,28214,48000
19604,28598,48000
19614,28294,48000
19624,28374,48000
19634,28262,48000
19644,28999,48000
19654,29191,48000
19664,29607,48000
19674,29543,48000
19684,29719,48000
19694,29879,48000
19704,30343,48000
19714,30119,48000
19727,30983,48000
19738,31015,48000
19748,31271,48000
19758,30951,48000
19768,31207,48000
19778,31143,48000
19788,31271,48000
19798,31527,48000
19808,31415,48000
19818,31959,48000
19828,31463,48000
19838,31543,48000
19848,31319,48000
19858,31287,48000
19868,31543,48000
19878,31543,48000
19888,32215,48000
19898,33320,48000
19908,33720,48000
19918,34456,48000
19928,33832,48000
19938,33160,48000
19948,32055,48000
19958,31191,48000
19968,31287,48000
19978,31319,48000
19988,31319,48000
19998,32135,48000


